id,buggy,fixed,buggy_source_code,fixed_source_code,operations,signature,check1,check2
23038,"public java.util.ArrayList < TYPE_1 > METHOD_1 ( java.lang.String VAR_1 , java.lang.String VAR_2 , TYPE_2 VAR_3 ) { TYPE_1 a = new TYPE_1 ( ) ; java.util.ArrayList < TYPE_1 > VAR_4 = new java.util.ArrayList < TYPE_1 > ( ) ; VAR_4 . add ( a ) ; return VAR_4 ; } 
","public java.util.ArrayList < TYPE_1 > METHOD_1 ( java.lang.String VAR_1 , java.lang.String VAR_2 , TYPE_2 VAR_3 ) { return null ; } 
","@javax.jws.WebMethod(operationName = ""getFlights"")
public java.util.ArrayList<dk.dtu.FlightInfo> getFlights(java.lang.String origin, java.lang.String destination, javax.xml.datatype.XMLGregorianCalendar startDate) {
    dk.dtu.FlightInfo a = new dk.dtu.FlightInfo();
    java.util.ArrayList<dk.dtu.FlightInfo> strings = new java.util.ArrayList<dk.dtu.FlightInfo>();
    strings.add(a);
    return strings;
}","@javax.jws.WebMethod(operationName = ""getFlights"")
public java.util.ArrayList<dk.dtu.FlightInfo> getFlights(@javax.jws.WebParam(name = ""origin"")
java.lang.String origin, @javax.jws.WebParam(name = ""destination"")
java.lang.String destination, @javax.jws.WebParam(name = ""startDate"")
javax.xml.datatype.XMLGregorianCalendar startDate) {
    return null;
}","Insert Annotation at Parameter
Insert Annotation at Parameter
Insert Annotation at Parameter
Insert Literal at Annotation
Insert Literal at Annotation
Insert Literal at Annotation
Insert Literal at Return
Delete ConstructorCall at LocalVariable
Delete LocalVariable at Block
Delete ConstructorCall at LocalVariable
Delete LocalVariable at Block
Delete VariableRead at Invocation
Delete VariableRead at Invocation
Delete Invocation at Block
Delete VariableRead at Return
","java.util.ArrayList getFlights(java.lang.String,java.lang.String,javax.xml.datatype.XMLGregorianCalendar)
java.util.ArrayList getFlights(java.lang.String,java.lang.String,javax.xml.datatype.XMLGregorianCalendar)",-2,-2
38438,"private int METHOD_1 ( ) { java.util.Random VAR_1 = new java.util.Random ( ) ; while ( true ) { int i = ( VAR_1 . METHOD_2 ( INT_1 ) ) + 1 ; if ( i != 0 ) { return i ; } } } 
","public int METHOD_1 ( ) { java.util.Random VAR_1 = new java.util.Random ( ) ; while ( true ) { int i = ( VAR_1 . METHOD_2 ( INT_1 ) ) + 1 ; return i ; } } 
","private int rollDice() {
    java.util.Random rand = new java.util.Random();
    while (true) {
        int i = (rand.nextInt(6)) + 1;
        if (i != 0) {
            return i;
        }
    } 
}","public int rollDice() {
    java.util.Random rand = new java.util.Random();
    while (true) {
        int i = (rand.nextInt(6)) + 1;
        return i;
    } 
}","Update Method at Class
Move Return from Block to CtReturnImpl
Delete VariableRead at BinaryOperator
Delete Literal at BinaryOperator
Delete BinaryOperator at If
Delete Block at If
Delete If at Block
","int rollDice()
int rollDice()",-2,-2
18372,"public static void METHOD_1 ( java.lang.String str , int VAR_1 , int VAR_2 , int VAR_3 ) { if ( VAR_4 ) TYPE_1 . METHOD_2 ( str ) ; } 
","public static void METHOD_1 ( java.lang.String str , int VAR_1 , int VAR_2 , int VAR_3 ) { if ( VAR_4 ) TYPE_1 . METHOD_2 ( java.lang.String.format ( str , VAR_1 , VAR_2 , VAR_3 ) ) ; } 
","public static void debugPrint(java.lang.String str, int p0, int p1, int p2) {
    if (org.jcodec.codecs.h264.decode.MBlockDecoderUtils.debug)
        org.jcodec.common.logging.Logger.debug(str);
    
}","public static void debugPrint(java.lang.String str, int p0, int p1, int p2) {
    if (org.jcodec.codecs.h264.decode.MBlockDecoderUtils.debug)
        org.jcodec.common.logging.Logger.debug(java.lang.String.format(str, p0, p1, p2));
    
}","Insert Invocation at Invocation
Insert TypeAccess at Invocation
Move VariableRead from Invocation to CtVariableReadImpl
Insert VariableRead at Invocation
Insert VariableRead at Invocation
Insert VariableRead at Invocation
","void debugPrint(java.lang.String,int,int,int)
void debugPrint(java.lang.String,int,int,int)",-2,-2
45009,"public java.util.ArrayList < java.lang.String > METHOD_1 ( java.lang.String name , TYPE_1 VAR_1 ) ; 
","public static java.util.ArrayList < java.lang.String > METHOD_1 ( java.lang.String name , TYPE_1 VAR_1 ) { return null ; } 
","public java.util.ArrayList<java.lang.String> next(java.lang.String name, algorithm.Dijkstra d);","public static java.util.ArrayList<java.lang.String> next(java.lang.String name, algorithm.Dijkstra d) {
    return null;
}","Insert Block at Method
Insert Method at Interface
Insert Method at Interface
Insert Return at Block
Insert Literal at Return
","java.util.ArrayList next(java.lang.String,algorithm.Dijkstra)
java.util.ArrayList next(java.lang.String,algorithm.Dijkstra)",-2,-2
7822,"public void METHOD_1 ( final java.lang.String VAR_1 ) { } 
","public abstract void METHOD_1 ( final java.lang.String VAR_1 ) ; 
","@java.lang.Override
public void setGuid(final java.lang.String guid) {
}","@java.lang.Override
public abstract void setGuid(final java.lang.String guid);","Delete Block at Method
","void setGuid(java.lang.String)
void setGuid(java.lang.String)",-2,-2
12231,"public void METHOD_1 ( final java.lang.Throwable VAR_1 ) { this . METHOD_1 ( VAR_1 . METHOD_2 ( ) , VAR_1 ) ; } 
","public void METHOD_1 ( final java.lang.Throwable VAR_1 ) { this . error ( VAR_1 . getClass ( ) . getName ( ) ) ; this . METHOD_1 ( VAR_1 . METHOD_2 ( ) , VAR_1 ) ; } 
","@java.lang.Override
public void stacktrace(final java.lang.Throwable throwable) {
    this.stacktrace(throwable.getLocalizedMessage(), throwable);
}","@java.lang.Override
public void stacktrace(final java.lang.Throwable throwable) {
    this.error(throwable.getClass().getName());
    this.stacktrace(throwable.getLocalizedMessage(), throwable);
}","Insert Invocation at Block
Insert ThisAccess at Invocation
Insert Invocation at Invocation
Insert TypeAccess at ThisAccess
Insert Invocation at Invocation
Insert VariableRead at Invocation
","void stacktrace(java.lang.Throwable)
void stacktrace(java.lang.Throwable)",-2,-2
4469,"public TYPE_1 METHOD_1 ( java.lang.String format , java.lang.Object ... args ) { TYPE_2 VAR_1 = VAR_2 . METHOD_2 ( ) ; VAR_1 . METHOD_3 ( ( STRING_1 + ( java.lang.String.format ( format , args ) ) ) ) ; return new TYPE_1 ( VAR_1 ) ; } 
","public void info ( java.lang.String format , java.lang.Object ... args ) { info ( java.lang.String.format ( format , args ) ) ; } 
","public java.io.PrintWriter warning(java.lang.String format, java.lang.Object... args) {
    java.io.PrintStream logger = delegate.getLogger();
    logger.println((""WARN: "" + (java.lang.String.format(format, args))));
    return new java.io.PrintWriter(logger);
}","public void info(java.lang.String format, java.lang.Object... args) {
    info(java.lang.String.format(format, args));
}","Move Parameter from Method to CtParameterImpl
Move Parameter from Method to CtParameterImpl
Update Invocation at Block
Move Invocation from Block to CtInvocationImpl
Insert ThisAccess at Invocation
Move Invocation from BinaryOperator to CtInvocationImpl
Insert TypeAccess at ThisAccess
Delete VariableRead at Invocation
Delete Literal at BinaryOperator
Delete BinaryOperator at Invocation
","java.io.PrintWriter warning(java.lang.String,java.lang.Object[])
void info(java.lang.String,java.lang.Object[])",-2,-2
17877,"public boolean METHOD_1 ( TYPE_1 VAR_1 ) { if ( ( this . getId ( ) . compareTo ( VAR_1 . getId ( ) ) ) == 0 ) return true ; else return false ; } 
","public boolean equals ( TYPE_1 VAR_1 ) { if ( this . getId ( ) . equals ( VAR_1 . getId ( ) ) ) return true ; else return false ; } 
","public boolean equalCheck(com.attender.Event ev) {
    if ((this.getId().compareTo(ev.getId())) == 0)
        return true;
    else
        return false;
    
}","public boolean equals(com.attender.Event ev) {
    if (this.getId().equals(ev.getId()))
        return true;
    else
        return false;
    
}","Update Method at Class
Update Invocation at BinaryOperator
Move Invocation from BinaryOperator to CtInvocationImpl
Delete Literal at BinaryOperator
Delete BinaryOperator at If
","boolean equalCheck(com.attender.Event)
boolean equals(com.attender.Event)",-2,-2
36701,"public java.util.List < java.lang.String > METHOD_1 ( TYPE_1 VAR_1 ) { return VAR_1 . METHOD_2 ( ) ; } 
","public java.util.List < java.lang.String > METHOD_1 ( TYPE_1 VAR_1 ) { if ( VAR_1 == null ) { return null ; } return VAR_1 . METHOD_2 ( ) ; } 
","@java.lang.Override
public java.util.List<java.lang.String> apply(org.apache.hadoop.hive.ql.metadata.Partition partition) {
    return partition.getValues();
}","@java.lang.Override
public java.util.List<java.lang.String> apply(@javax.annotation.Nullable
org.apache.hadoop.hive.ql.metadata.Partition partition) {
    if (partition == null) {
        return null;
    }
    return partition.getValues();
}","Insert Block at Method
Insert Annotation at Parameter
Insert If at Block
Move Return from Block to CtReturnImpl
Insert BinaryOperator at If
Insert Block at If
Insert VariableRead at BinaryOperator
Insert Literal at BinaryOperator
Insert Return at Block
Insert Literal at Return
Delete Block at Method
","java.util.List apply(org.apache.hadoop.hive.ql.metadata.Partition)
java.util.List apply(org.apache.hadoop.hive.ql.metadata.Partition)",-2,-2
15867,"public java.util.List < TYPE_1 > METHOD_1 ( ) { return new java.util.LinkedList ( this . VAR_1 ) ; } 
","public java.util.List < TYPE_1 > METHOD_1 ( ) { return null ; } 
","@java.lang.Override
public java.util.List<de.fau.amos.virtualledger.android.model.Contact> getAll() {
    return new java.util.LinkedList(this.allContacts);
}","@java.lang.Override
public java.util.List<de.fau.amos.virtualledger.android.model.Contact> getAll() {
    return null;
}","Insert Literal at Return
Delete TypeAccess at ThisAccess
Delete ThisAccess at FieldRead
Delete FieldRead at ConstructorCall
Delete ConstructorCall at Return
","java.util.List getAll()
java.util.List getAll()",-2,-2
43401,"public void METHOD_1 ( ) { try { VAR_1 . METHOD_2 ( ) ; } catch ( java.lang.Exception VAR_2 ) { } } 
","public void METHOD_1 ( ) { try { try { VAR_1 . METHOD_2 ( ) ; } catch ( java.lang.Exception VAR_2 ) { } } catch ( java.lang.Exception VAR_2 ) { } } 
","@java.lang.Override
public void run() {
    try {
        recorder.resumeRecording();
    } catch (java.lang.Exception _ex) {
    }
}","@java.lang.Override
public void run() {
    try {
        try {
            recorder.resumeRecording();
        } catch (java.lang.Exception _ex) {
        }
    } catch (java.lang.Exception _ex) {
    }
}","Insert Block at Method
Insert Try at Block
Move Block from Method to CtBlockImpl
Insert Catch at Try
Insert CatchVariable at Catch
Insert Block at Catch
","void run()
void run()",-2,-2
7761,"public TYPE_1 [ ] METHOD_1 ( java.lang.String VAR_1 , java.util.Map < java.lang.String , java.lang.String > parameters , java.lang.String VAR_2 ) throws TYPE_2 { java.util.List < java.lang.String > VAR_3 = VAR_4 . METHOD_2 ( VAR_1 , VAR_2 ) ; return METHOD_3 ( VAR_3 , VAR_2 ) ; } 
","public TYPE_1 [ ] METHOD_1 ( java.lang.String VAR_1 , java.util.Map < java.lang.String , java.lang.String > parameters , java.lang.String VAR_2 ) throws TYPE_2 { return null ; } 
","@java.lang.Override
public org.wso2.carbon.appfactory.core.dto.Statistic[] getApplicationStatistics(java.lang.String applicationId, java.util.Map<java.lang.String, java.lang.String> parameters, java.lang.String tenantDomain) throws org.wso2.carbon.appfactory.common.AppFactoryException {
    java.util.List<java.lang.String> jobsNames = connector.getJobNames(applicationId, tenantDomain);
    return getBuildStatistics(jobsNames, tenantDomain);
}","@java.lang.Override
public org.wso2.carbon.appfactory.core.dto.Statistic[] getApplicationStatistics(java.lang.String applicationId, java.util.Map<java.lang.String, java.lang.String> parameters, java.lang.String tenantDomain) throws org.wso2.carbon.appfactory.common.AppFactoryException {
    return null;
}","Insert Literal at Return
Delete TypeAccess at ThisAccess
Delete ThisAccess at FieldRead
Delete FieldRead at Invocation
Delete VariableRead at Invocation
Delete VariableRead at Invocation
Delete Invocation at LocalVariable
Delete LocalVariable at Block
Delete TypeAccess at ThisAccess
Delete ThisAccess at Invocation
Delete VariableRead at Invocation
Delete VariableRead at Invocation
Delete Invocation at Return
","org.wso2.carbon.appfactory.core.dto.Statistic[] getApplicationStatistics(java.lang.String,java.util.Map,java.lang.String)
org.wso2.carbon.appfactory.core.dto.Statistic[] getApplicationStatistics(java.lang.String,java.util.Map,java.lang.String)",-2,-2
12272,"public static java.util.Map < java.lang.String , java.lang.Object > METHOD_1 ( ) { return VAR_1 . METHOD_1 ( ) ; } 
","public static java.util.Map < java.lang.String , java.lang.Object > METHOD_1 ( ) { if ( ( VAR_1 ) != null ) return VAR_1 . METHOD_1 ( ) ; else return null ; } 
","public static java.util.Map<java.lang.String, java.lang.Object> getProperties() {
    return org.breitling.dragon.framework.util.HibernateUtils.factory.getProperties();
}","public static java.util.Map<java.lang.String, java.lang.Object> getProperties() {
    if ((org.breitling.dragon.framework.util.HibernateUtils.factory) != null)
        return org.breitling.dragon.framework.util.HibernateUtils.factory.getProperties();
    else
        return null;
    
}","Insert Block at Method
Insert If at Block
Insert BinaryOperator at If
Move Block from Method to CtBlockImpl
Insert Block at If
Insert FieldRead at BinaryOperator
Insert Literal at BinaryOperator
Insert Return at Block
Insert TypeAccess at FieldRead
Insert Literal at Return
","java.util.Map getProperties()
java.util.Map getProperties()",-2,-2
10892,"public static TYPE_1 METHOD_1 ( ) throws java.lang.ClassNotFoundException , TYPE_2 { if ( ( VAR_1 ) == null ) VAR_1 = new TYPE_1 ( ) ; return VAR_1 ; } 
","public static TYPE_1 METHOD_1 ( ) throws java.lang.ClassNotFoundException , TYPE_2 { return new TYPE_1 ( ) ; } 
","public static com.Mysql getInstance() throws java.lang.ClassNotFoundException, java.sql.SQLException {
    if ((com.Mysql.mysql) == null)
        com.Mysql.mysql = new com.Mysql();
    
    return com.Mysql.mysql;
}","public static com.Mysql getInstance() throws java.lang.ClassNotFoundException, java.sql.SQLException {
    return new com.Mysql();
}","Insert Block at Method
Insert Return at Block
Insert ConstructorCall at Return
Delete TypeAccess at FieldRead
Delete FieldRead at BinaryOperator
Delete Literal at BinaryOperator
Delete BinaryOperator at If
Delete TypeAccess at FieldWrite
Delete FieldWrite at Assignment
Delete ConstructorCall at Assignment
Delete Assignment at Block
Delete Block at If
Delete If at Block
Delete TypeAccess at FieldRead
Delete FieldRead at Return
Delete Return at Block
Delete Block at Method
","com.Mysql getInstance()
com.Mysql getInstance()",-2,-2
36250,"protected java.lang.String [ ] METHOD_1 ( java.lang.String ... params ) { return TYPE_1 . METHOD_2 ( getContext ( ) ) ; } 
","protected java.lang.String [ ] METHOD_1 ( java.lang.String ... params ) { android.content.Context context = getContext ( ) ; if ( context == null ) { return null ; } return TYPE_1 . METHOD_2 ( context ) ; } 
","@java.lang.Override
protected java.lang.String[] doInBackground(java.lang.String... params) {
    return me.xiaopan.sketch.util.SketchUtils.getAllAvailableSdcardPath(getContext());
}","@java.lang.Override
protected java.lang.String[] doInBackground(java.lang.String... params) {
    android.content.Context context = getContext();
    if (context == null) {
        return null;
    }
    return me.xiaopan.sketch.util.SketchUtils.getAllAvailableSdcardPath(context);
}","Insert LocalVariable at Block
Insert If at Block
Move Invocation from Invocation to CtInvocationImpl
Insert BinaryOperator at If
Insert Block at If
Update Invocation at Return
Insert VariableRead at BinaryOperator
Insert Literal at BinaryOperator
Insert Return at Block
Insert VariableRead at Invocation
Insert Literal at Return
","java.lang.String[] doInBackground(java.lang.String[])
java.lang.String[] doInBackground(java.lang.String[])",-2,-2
33204,"private java.util.ArrayList < TYPE_1 > METHOD_1 ( ) { } 
","private java.util.ArrayList < TYPE_1 > METHOD_1 ( ) { return null ; } 
","private java.util.ArrayList<org.bukkit.craftbukkit.v1_8_R1.CraftChunk> getPlayerStructures() {
}","private java.util.ArrayList<org.bukkit.craftbukkit.v1_8_R1.CraftChunk> getPlayerStructures() {
    return null;
}","Insert Return at Block
Insert Literal at Return
","java.util.ArrayList getPlayerStructures()
java.util.ArrayList getPlayerStructures()",-2,-2
6517,"public java.util.List < TYPE_1 > METHOD_1 ( ) { if ( ( VAR_1 ) == null ) { return TYPE_2 . METHOD_2 ( ) ; } return VAR_2 ; } 
","public java.util.List < TYPE_1 > METHOD_1 ( ) { if ( ( VAR_1 ) == null ) return null ; return VAR_2 ; } 
","public java.util.List<org.openhab.binding.zwave.internal.config.ZWaveDbProduct> GetProducts() {
    if ((selManufacturer) == null) {
        return java.util.Collections.emptyList();
    }
    return selManufacturer.Product;
}","public java.util.List<org.openhab.binding.zwave.internal.config.ZWaveDbProduct> GetProducts() {
    if ((selManufacturer) == null)
        return null;
    
    return selManufacturer.Product;
}","Insert Literal at Return
Delete TypeAccess at Invocation
Delete Invocation at Return
","java.util.List GetProducts()
java.util.List GetProducts()",-2,-2
29396,"public java.util.Map < java.lang.String , java.lang.Object > METHOD_1 ( java.lang.String token , java.lang.Integer id ) { } 
","public java.util.Map < java.lang.String , java.lang.Object > METHOD_1 ( java.lang.String token , java.lang.Integer id ) { return null ; } 
","@org.springframework.web.bind.annotation.RequestMapping(value = ""/api/v1/billing/challenge/{token}/{userId}"", method = org.springframework.web.bind.annotation.RequestMethod.GET, produces = org.springframework.http.MediaType.APPLICATION_JSON_VALUE)
public java.util.Map<java.lang.String, java.lang.Object> challengePayment(@org.springframework.web.bind.annotation.PathVariable
java.lang.String token, @org.springframework.web.bind.annotation.PathVariable
java.lang.Integer id) {
}","@org.springframework.web.bind.annotation.RequestMapping(value = ""/api/v1/billing/challenge/{token}/{userId}"", method = org.springframework.web.bind.annotation.RequestMethod.GET, produces = org.springframework.http.MediaType.APPLICATION_JSON_VALUE)
public java.util.Map<java.lang.String, java.lang.Object> challengePayment(@org.springframework.web.bind.annotation.PathVariable
java.lang.String token, @org.springframework.web.bind.annotation.PathVariable
java.lang.Integer id) {
    return null;
}","Insert Return at Block
Insert Literal at Return
","java.util.Map challengePayment(java.lang.String,java.lang.Integer)
java.util.Map challengePayment(java.lang.String,java.lang.Integer)",-2,-2
587,"public void METHOD_1 ( ) throws java.lang.Exception { TYPE_1 VAR_1 = new TYPE_1 ( ) ; TYPE_2 . assertTrue ( ( ( ( VAR_1 . METHOD_2 ( ) ) > 0 ) || ( ( VAR_1 . METHOD_2 ( ) ) < INT_1 ) ) ) ; } 
","public void METHOD_1 ( ) throws java.lang.Exception { TYPE_1 VAR_1 = new TYPE_1 ( ) ; assertTrue ( ( ( ( VAR_1 . METHOD_2 ( ) ) > 0 ) || ( ( VAR_1 . METHOD_2 ( ) ) < INT_1 ) ) ) ; } 
","@Objects.Test
public void testRoll() throws java.lang.Exception {
    Objects.Dice dice = new Objects.Dice();
    org.junit.jupiter.api.Assertions.assertTrue((((dice.roll()) > 0) || ((dice.roll()) < 7)));
}","@org.junit.Test
public void testRoll() throws java.lang.Exception {
    Objects.Dice dice = new Objects.Dice();
    assertTrue((((dice.roll()) > 0) || ((dice.roll()) < 7)));
}","Update Invocation at Block
Insert ThisAccess at Invocation
Insert TypeAccess at ThisAccess
Delete TypeAccess at Invocation
","void testRoll()
void testRoll()",-2,-2
23109,"private java.util.List < TYPE_1 > METHOD_1 ( final java.lang.String VAR_1 ) throws java.io.IOException , TYPE_2 , TYPE_3 { TYPE_4 VAR_2 = new TYPE_4 ( ) ; return VAR_2 . METHOD_1 ( VAR_1 ) ; } 
","private java.util.List < TYPE_1 > METHOD_1 ( final java.lang.String VAR_1 ) throws java.io.IOException , TYPE_2 , TYPE_3 { TYPE_4 VAR_2 = new TYPE_4 ( ) ; return null ; } 
","private java.util.List<org.impressivecode.depress.mr.googleaudit.GoogleAuditEntryMethodLevel> parseEntriesMethodLevel(final java.lang.String eclipsemetricsFilePath) throws java.io.IOException, javax.xml.parsers.ParserConfigurationException, org.xml.sax.SAXException {
    org.impressivecode.depress.mr.googleaudit.GoogleAuditEntriesParser parser = new org.impressivecode.depress.mr.googleaudit.GoogleAuditEntriesParser();
    return parser.parseEntriesMethodLevel(eclipsemetricsFilePath);
}","private java.util.List<org.impressivecode.depress.mr.googleaudit.GoogleAuditEntryMethodLevel> parseEntriesMethodLevel(final java.lang.String eclipsemetricsFilePath) throws java.io.IOException, javax.xml.parsers.ParserConfigurationException, org.xml.sax.SAXException {
    org.impressivecode.depress.mr.googleaudit.GoogleAuditEntriesParser parser = new org.impressivecode.depress.mr.googleaudit.GoogleAuditEntriesParser();
    return null;
}","Insert Literal at Return
Delete VariableRead at Invocation
Delete VariableRead at Invocation
Delete Invocation at Return
","java.util.List parseEntriesMethodLevel(java.lang.String)
java.util.List parseEntriesMethodLevel(java.lang.String)",-2,-2
16876,"public java.util.Map < java.lang.Integer , java.lang.Double > METHOD_1 ( int id ) { VAR_1 . METHOD_2 ( id ) ; return new java.util.HashMap ( VAR_1 . METHOD_3 ( ) ) ; } 
","public java.util.Map < java.lang.Integer , java.lang.Double > METHOD_1 ( int id ) { if ( ! ( VAR_1 . METHOD_2 ( id ) ) ) return null ; return new java.util.HashMap ( VAR_1 . METHOD_3 ( ) ) ; } 
","public java.util.Map<java.lang.Integer, java.lang.Double> getOutEdgeWeights(int id) {
    graph.setCurrent(id);
    return new java.util.HashMap(graph.getEdgeWeights());
}","public java.util.Map<java.lang.Integer, java.lang.Double> getOutEdgeWeights(int id) {
    if (!(graph.setCurrent(id)))
        return null;
    
    return new java.util.HashMap(graph.getEdgeWeights());
}","Insert Block at Method
Insert If at Block
Move Return from Block to CtReturnImpl
Insert UnaryOperator at If
Insert Block at If
Insert Return at Block
Insert Literal at Return
Delete Block at Method
","java.util.Map getOutEdgeWeights(int)
java.util.Map getOutEdgeWeights(int)",-2,-2
34416,"public static TYPE_1 METHOD_1 ( ) { if ( ( VAR_1 ) == null ) { VAR_1 = new TYPE_1 ( new TYPE_2 ( ) ) ; } return VAR_1 ; } 
","public static TYPE_1 METHOD_1 ( java.lang.String type ) { return new TYPE_1 ( type , new TYPE_2 ( ) ) ; } 
","public static com.github.xzwj87.todolist.schedule.observer.ScheduleDataObserver getInstance() {
    if ((com.github.xzwj87.todolist.schedule.observer.ScheduleDataObserver.mInstance) == null) {
        com.github.xzwj87.todolist.schedule.observer.ScheduleDataObserver.mInstance = new com.github.xzwj87.todolist.schedule.observer.ScheduleDataObserver(new android.os.Handler());
    }
    return com.github.xzwj87.todolist.schedule.observer.ScheduleDataObserver.mInstance;
}","public static com.github.xzwj87.todolist.schedule.observer.ScheduleDataObserver getInstance(java.lang.String type) {
    return new com.github.xzwj87.todolist.schedule.observer.ScheduleDataObserver(type, new android.os.Handler());
}","Insert Parameter at Method
Insert Block at Method
Insert Return at Block
Insert ConstructorCall at Return
Insert VariableRead at ConstructorCall
Move ConstructorCall from ConstructorCall to CtConstructorCallImpl
Delete TypeAccess at FieldRead
Delete FieldRead at BinaryOperator
Delete Literal at BinaryOperator
Delete BinaryOperator at If
Delete TypeAccess at FieldWrite
Delete FieldWrite at Assignment
Delete ConstructorCall at Assignment
Delete Assignment at Block
Delete Block at If
Delete If at Block
Delete TypeAccess at FieldRead
Delete FieldRead at Return
Delete Return at Block
Delete Block at Method
","com.github.xzwj87.todolist.schedule.observer.ScheduleDataObserver getInstance()
com.github.xzwj87.todolist.schedule.observer.ScheduleDataObserver getInstance(java.lang.String)",-2,-2
33802,"public void METHOD_1 ( ) throws TYPE_1 { VAR_1 . METHOD_2 ( VAR_2 , VAR_3 ) ; METHOD_3 ( ) ; while ( METHOD_4 ( ) ) { VAR_1 . METHOD_5 ( VAR_2 , VAR_3 ) ; } } 
","public void METHOD_1 ( ) throws TYPE_1 { VAR_1 . METHOD_2 ( VAR_2 , VAR_3 ) ; METHOD_3 ( ) ; while ( METHOD_4 ( ) ) { VAR_1 . METHOD_5 ( VAR_2 , VAR_3 ) ; break ; } } 
","@java.lang.Override
public void runOpMode() throws java.lang.InterruptedException {
    magic.initium(hardwareMap, telemetry);
    waitForStart();
    while (opModeIsActive()) {
        magic.vu_arbitrium(hardwareMap, telemetry);
    } 
}","@java.lang.Override
public void runOpMode() throws java.lang.InterruptedException {
    magic.initium(hardwareMap, telemetry);
    waitForStart();
    while (opModeIsActive()) {
        magic.vu_arbitrium(hardwareMap, telemetry);
        break;
    } 
}","Insert Break at Block
","void runOpMode()
void runOpMode()",-2,-2
4066,"public TYPE_1 < TYPE_2 > METHOD_1 ( TYPE_1 < java.lang.Integer > VAR_1 ) { return null ; } 
","public java.util.List < TYPE_2 > METHOD_1 ( TYPE_1 < java.lang.Integer > VAR_1 ) { return null ; } 
","@java.lang.Override
public java.lang.Iterable<com.tawila.erpproject.model.Product> findAll(java.lang.Iterable<java.lang.Integer> arg0) {
    return null;
}","@java.lang.Override
public java.util.List<com.tawila.erpproject.model.Product> findAll(java.lang.Iterable<java.lang.Integer> arg0) {
    return null;
}","Move Method from Class to CtMethodImpl
","java.lang.Iterable findAll(java.lang.Iterable)
java.util.List findAll(java.lang.Iterable)",-2,-2
24235,"public TYPE_1 [ ] METHOD_1 ( ) { if ( ( VAR_1 ) == null ) { return VAR_1 ; } else { return TYPE_2 . METHOD_2 ( VAR_1 , VAR_1 . length ) ; } } 
","public TYPE_1 [ ] METHOD_1 ( ) { if ( ( VAR_1 ) == null ) { return null ; } else { return TYPE_2 . METHOD_2 ( VAR_1 , VAR_1 . length ) ; } } 
","@java.lang.Override
public com.puppycrawl.tools.checkstyle.api.DetailNode[] getChildren() {
    if ((children) == null) {
        return children;
    }else {
        return java.util.Arrays.copyOf(children, children.length);
    }
}","@java.lang.Override
public com.puppycrawl.tools.checkstyle.api.DetailNode[] getChildren() {
    if ((children) == null) {
        return null;
    }else {
        return java.util.Arrays.copyOf(children, children.length);
    }
}","Insert Literal at Return
Delete TypeAccess at ThisAccess
Delete ThisAccess at FieldRead
Delete FieldRead at Return
","com.puppycrawl.tools.checkstyle.api.DetailNode[] getChildren()
com.puppycrawl.tools.checkstyle.api.DetailNode[] getChildren()",-2,-2
36061,"public java.util.ArrayList < TYPE_1 > METHOD_1 ( TYPE_2 VAR_1 ) { } 
","public java.util.ArrayList < TYPE_1 > METHOD_1 ( TYPE_2 VAR_1 ) { return null ; } 
","public java.util.ArrayList<Connection> fastestRouteTo(Place destination) {
}","public java.util.ArrayList<Connection> fastestRouteTo(Place destination) {
    return null;
}","Insert Return at Block
Insert Literal at Return
","java.util.ArrayList fastestRouteTo(Place)
java.util.ArrayList fastestRouteTo(Place)",-2,-2
46520,"public void METHOD_1 ( final java.lang.Throwable VAR_1 ) { TYPE_1 . error ( STRING_1 , VAR_2 , VAR_1 ) ; } 
","public void METHOD_1 ( final java.lang.Throwable VAR_1 ) { TYPE_1 . error ( STRING_1 , this . VAR_2 , VAR_1 ) ; } 
","@java.lang.Override
public void onFailure(final java.lang.Throwable throwable) {
    org.opendaylight.protocol.bgp.benchmark.app.AppPeerBenchmark.LOG.error(""Failed to create Empty Structure for Application Peer Benchmark {}"", appRibId, throwable);
}","@java.lang.Override
public void onFailure(final java.lang.Throwable throwable) {
    org.opendaylight.protocol.bgp.benchmark.app.AppPeerBenchmark.LOG.error(""Failed to create Empty Structure for Application Peer Benchmark {}"", this.appRibId, throwable);
}","Insert FieldRead at Invocation
Insert ThisAccess at FieldRead
Insert TypeAccess at ThisAccess
Delete VariableRead at Invocation
","void onFailure(java.lang.Throwable)
void onFailure(java.lang.Throwable)",-2,-2
