,buggy,fixed,buggy-org,fixed-org,buggy_source_code,fixed_source_code,operations,signature,is_filtered,check1,check2
23251,"public boolean METHOD_1 ( ) { if ( ( TYPE_1 . METHOD_2 ( ) ) == true ) { TYPE_1 . METHOD_3 ( TYPE_1 . METHOD_4 ( ) ) ; return true ; } return false ; } 
","public boolean METHOD_1 ( ) { if ( ( TYPE_1 . METHOD_2 ( ) ) == 0 ) { TYPE_1 . METHOD_3 ( TYPE_1 . METHOD_4 ( ) ) ; return true ; } return false ; } 
","public boolean METHOD_1 ( ) { if ( ( TYPE_1 . METHOD_2 ( ) ) == true ) { TYPE_1 . METHOD_3 ( TYPE_1 . METHOD_4 ( ) ) ; return true ; } return false ; } 
","public boolean METHOD_1 ( ) { if ( ( TYPE_1 . METHOD_2 ( ) ) == 0 ) { TYPE_1 . METHOD_3 ( TYPE_1 . METHOD_4 ( ) ) ; return true ; } return false ; } 
","public boolean userWasLoggedIn() {
    if ((edu.chl.leep.model.LeepModel.getKeepLoginState()) == true) {
        edu.chl.leep.model.LeepModel.setUSER(edu.chl.leep.model.LeepModel.getPreviousUser());
        return true;
    }
    return false;
}","public boolean userWasLoggedIn() {
    if ((edu.chl.leep.model.LeepModel.getKeepLoginState()) == 0) {
        edu.chl.leep.model.LeepModel.setUSER(edu.chl.leep.model.LeepModel.getPreviousUser());
        return true;
    }
    return false;
}","Update Literal at BinaryOperator
","boolean userWasLoggedIn()
boolean userWasLoggedIn()",0,1,1
23258,"public void METHOD_1 ( java.util.ArrayList < java.lang.String > VAR_1 ) { remove ( VAR_2 ) ; METHOD_2 ( VAR_2 , VAR_1 ) ; } 
","public void METHOD_1 ( java.util.ArrayList < java.lang.String > VAR_1 ) { if ( VAR_1 != null ) { remove ( VAR_2 ) ; METHOD_2 ( VAR_2 , VAR_1 ) ; } } 
","public void METHOD_1 ( java.util.ArrayList < java.lang.String > VAR_1 ) { remove ( VAR_2 ) ; METHOD_2 ( VAR_2 , VAR_1 ) ; } 
","public void METHOD_1 ( java.util.ArrayList < java.lang.String > VAR_1 ) { if ( VAR_1 != null ) { remove ( VAR_2 ) ; METHOD_2 ( VAR_2 , VAR_1 ) ; } } 
","public void setNotificationsTagsIDs(java.util.ArrayList<java.lang.String> tagsIDs) {
    remove(Const.COL_NAME_NOTIFICATIONS_TAGS);
    addAllUnique(Const.COL_NAME_NOTIFICATIONS_TAGS, tagsIDs);
}","public void setNotificationsTagsIDs(java.util.ArrayList<java.lang.String> tagsIDs) {
    if (tagsIDs != null) {
        remove(Const.COL_NAME_NOTIFICATIONS_TAGS);
        addAllUnique(Const.COL_NAME_NOTIFICATIONS_TAGS, tagsIDs);
    }
}","Insert Block at Method
Insert If at Block
Insert BinaryOperator at If
Move Block from Method to CtBlockImpl
Insert VariableRead at BinaryOperator
Insert Literal at BinaryOperator
","void setNotificationsTagsIDs(java.util.ArrayList)
void setNotificationsTagsIDs(java.util.ArrayList)",0,1,1
23393,"public TYPE_1 METHOD_1 ( TYPE_1 VAR_1 ) { switch ( VAR_1 ) { case VAR_2 : return VAR_3 ; case VAR_4 : return VAR_5 ; } } 
","public TYPE_1 METHOD_1 ( TYPE_1 VAR_1 ) { switch ( VAR_1 ) { case VAR_2 : return VAR_3 ; case VAR_4 : return VAR_5 ; } return VAR_5 ; } 
","public TYPE_1 METHOD_1 ( TYPE_1 VAR_1 ) { switch ( VAR_1 ) { case VAR_2 : return VAR_3 ; case VAR_4 : return VAR_5 ; } } 
","public TYPE_1 METHOD_1 ( TYPE_1 VAR_1 ) { switch ( VAR_1 ) { case VAR_2 : return VAR_3 ; case VAR_4 : return VAR_5 ; } return VAR_5 ; } 
","public com.hearthsim.model.PlayerSide convertPlayerSide(com.hearthsim.model.PlayerSide side) {
    switch (side) {
        case CURRENT_PLAYER :
            return com.hearthsim.model.PlayerSide.CURRENT_PLAYER;
        case WAITING_PLAYER :
            return com.hearthsim.model.PlayerSide.WAITING_PLAYER;
    }
}","public com.hearthsim.model.PlayerSide convertPlayerSide(com.hearthsim.model.PlayerSide side) {
    switch (side) {
        case CURRENT_PLAYER :
            return com.hearthsim.model.PlayerSide.CURRENT_PLAYER;
        case WAITING_PLAYER :
            return com.hearthsim.model.PlayerSide.WAITING_PLAYER;
    }
    return com.hearthsim.model.PlayerSide.WAITING_PLAYER;
}","Insert Return at Block
Insert FieldRead at Return
Insert TypeAccess at FieldRead
","com.hearthsim.model.PlayerSide convertPlayerSide(com.hearthsim.model.PlayerSide)
com.hearthsim.model.PlayerSide convertPlayerSide(com.hearthsim.model.PlayerSide)",0,2,2
23554,"public void METHOD_1 ( ) throws TYPE_1 { assertEquals ( METHOD_2 ( VAR_1 , false , true ) , 1 ) ; } 
","public void METHOD_1 ( ) throws TYPE_1 { org.testng.Assert.assertEquals ( METHOD_2 ( VAR_1 , false , true ) , 1 ) ; } 
","public void METHOD_1 ( ) throws TYPE_1 { assertEquals ( METHOD_2 ( VAR_1 , false , true ) , 1 ) ; } 
","public void METHOD_1 ( ) throws TYPE_1 { org.testng.Assert.assertEquals ( METHOD_2 ( VAR_1 , false , true ) , 1 ) ; } 
","@org.testng.annotations.Test
public void testCompareCellsASCCase2() throws com.stratio.crossdata.common.exceptions.UnsupportedException {
    assertEquals(compareCell(OrderDirection.ASC, false, true), 1);
}","@org.testng.annotations.Test
public void testCompareCellsASCCase2() throws com.stratio.crossdata.common.exceptions.UnsupportedException {
    org.testng.Assert.assertEquals(compareCell(OrderDirection.ASC, false, true), 1);
}","Update Invocation at Block
Insert TypeAccess at Invocation
Update Invocation at Invocation
Delete TypeAccess at ThisAccess
Delete ThisAccess at Invocation
Delete TypeAccess at ThisAccess
Delete ThisAccess at Invocation
","void testCompareCellsASCCase2()
void testCompareCellsASCCase2()",0,2,2
23593,"public void METHOD_1 ( android.view.View VAR_1 ) { TYPE_1 . METHOD_2 ( new TYPE_2 ( STRING_1 , STRING_2 , 0 , INT_1 ) ) ; } 
","public void METHOD_1 ( android.view.View VAR_1 ) { TYPE_1 . METHOD_2 ( 1 , new TYPE_2 ( STRING_1 , STRING_2 , 0 , INT_1 ) ) ; } 
","public void METHOD_1 ( android.view.View VAR_1 ) { TYPE_1 . METHOD_2 ( new TYPE_2 ( STRING_1 , STRING_2 , 0 , INT_1 ) ) ; } 
","public void METHOD_1 ( android.view.View VAR_1 ) { TYPE_1 . METHOD_2 ( 1 , new TYPE_2 ( STRING_1 , STRING_2 , 0 , INT_1 ) ) ; } 
","public void onClick(android.view.View v) {
    com.mun.minh_minhh.interlac.Server.writeReview(new com.mun.minh_minhh.interlac.Review(""john"", ""lol,shit"", 0, 2));
}","public void onClick(android.view.View v) {
    com.mun.minh_minhh.interlac.Server.writeReview(1, new com.mun.minh_minhh.interlac.Review(""john"", ""lol,shit"", 0, 2));
}","Update Invocation at Block
Insert Literal at Invocation
","void onClick(android.view.View)
void onClick(android.view.View)",0,1,1
23633,"public java.lang.Long METHOD_1 ( ) { return ( VAR_1 ) - 1 ; } 
","public java.lang.Long METHOD_1 ( ) { return VAR_1 ; } 
","public java.lang.Long METHOD_1 ( ) { return ( VAR_1 ) - 1 ; } 
","public java.lang.Long METHOD_1 ( ) { return VAR_1 ; } 
","public java.lang.Long getCurTaskNum() {
    return (curTaskNum) - 1;
}","public java.lang.Long getCurTaskNum() {
    return curTaskNum;
}","Move FieldRead from BinaryOperator to CtFieldReadImpl
Delete Literal at BinaryOperator
Delete BinaryOperator at Return
","java.lang.Long getCurTaskNum()
java.lang.Long getCurTaskNum()",0,1,1
23647,"public TYPE_1 METHOD_1 ( ) { if ( ( VAR_1 ) != 0 ) { VAR_2 = new TYPE_2 ( ) . METHOD_2 ( VAR_1 ) ; } return VAR_2 ; } 
","public TYPE_1 METHOD_1 ( ) { return VAR_2 ; } 
","public TYPE_1 METHOD_1 ( ) { if ( ( VAR_1 ) != 0 ) { VAR_2 = new TYPE_2 ( ) . METHOD_2 ( VAR_1 ) ; } return VAR_2 ; } 
","public TYPE_1 METHOD_1 ( ) { return VAR_2 ; } 
","public kg.nais.models.Client getClient() {
    if ((clientId) != 0) {
        client = new kg.nais.facade.ClientFacade().findById(clientId);
    }
    return client;
}","public kg.nais.models.Client getClient() {
    return client;
}","Insert Block at Method
Move Return from Block to CtReturnImpl
Delete FieldRead at BinaryOperator
Delete Literal at BinaryOperator
Delete BinaryOperator at If
Delete TypeAccess at ThisAccess
Delete ThisAccess at FieldWrite
Delete FieldWrite at Assignment
Delete ConstructorCall at Invocation
Delete FieldRead at Invocation
Delete Invocation at Assignment
Delete Assignment at Block
Delete Block at If
Delete If at Block
Delete Block at Method
","kg.nais.models.Client getClient()
kg.nais.models.Client getClient()",1,-2,-2
23696,"public static void METHOD_1 ( TYPE_1 VAR_1 ) { TYPE_2 . METHOD_1 ( VAR_1 ) ; VAR_1 . METHOD_2 ( TYPE_3 . name ( ) , true ) ; } 
","public static void METHOD_1 ( TYPE_1 VAR_1 ) { TYPE_2 . METHOD_1 ( VAR_1 ) ; VAR_1 . METHOD_2 ( TYPE_3 . name ( ) , false ) ; } 
","public static void METHOD_1 ( TYPE_1 VAR_1 ) { TYPE_2 . METHOD_1 ( VAR_1 ) ; VAR_1 . METHOD_2 ( TYPE_3 . name ( ) , true ) ; } 
","public static void METHOD_1 ( TYPE_1 VAR_1 ) { TYPE_2 . METHOD_1 ( VAR_1 ) ; VAR_1 . METHOD_2 ( TYPE_3 . name ( ) , false ) ; } 
","public static void initDefaults(org.eclipse.jface.preference.IPreferenceStore store) {
    org.eclipse.gmf.runtime.diagram.ui.preferences.PrintingPreferencePage.initDefaults(store);
    store.setDefault(SiriusDiagramUiPreferencesKeys.PREF_PRINT_DECORATION.name(), true);
}","public static void initDefaults(org.eclipse.jface.preference.IPreferenceStore store) {
    org.eclipse.gmf.runtime.diagram.ui.preferences.PrintingPreferencePage.initDefaults(store);
    store.setDefault(SiriusDiagramUiPreferencesKeys.PREF_PRINT_DECORATION.name(), false);
}","Update Literal at Invocation
","void initDefaults(org.eclipse.jface.preference.IPreferenceStore)
void initDefaults(org.eclipse.jface.preference.IPreferenceStore)",0,2,2
2380,"protected boolean METHOD_1 ( ) { return ( VAR_1 . size ( ) ) == ( VAR_2 ) ; } 
","protected boolean METHOD_1 ( ) { return ( VAR_1 . size ( ) ) <= ( VAR_2 ) ; } 
","protected boolean METHOD_1 ( ) { return ( VAR_1 . size ( ) ) == ( VAR_2 ) ; } 
","protected boolean METHOD_1 ( ) { return ( VAR_1 . size ( ) ) <= ( VAR_2 ) ; } 
","protected boolean isQuizLastQuestion() {
    return (mQuizQuestionList.size()) == (mQuizModel.progress);
}","protected boolean isQuizLastQuestion() {
    return (mQuizQuestionList.size()) <= (mQuizModel.progress);
}","Update BinaryOperator at Return
","boolean isQuizLastQuestion()
boolean isQuizLastQuestion()",0,2,2
23847,"private boolean METHOD_1 ( ) { boolean VAR_1 = false ; if ( file . METHOD_2 ( ) ) { VAR_1 = true ; this . VAR_2 = false ; return false ; } else { this . VAR_2 = true ; return true ; } } 
","private boolean METHOD_1 ( ) { if ( ( file . METHOD_2 ( ) ) != null ) { this . VAR_2 = false ; return false ; } else { return true ; } } 
","private boolean METHOD_1 ( ) { boolean VAR_1 = false ; if ( file . METHOD_2 ( ) ) { VAR_1 = true ; this . VAR_2 = false ; return false ; } else { this . VAR_2 = true ; return true ; } } 
","private boolean METHOD_1 ( ) { if ( ( file . getId ( ) ) != null ) { this . VAR_2 = false ; return false ; } else { return true ; } } 
","private boolean checkIfFirstTime() {
    boolean bool = false;
    if (file.checkIfFileExist()) {
        bool = true;
        this.firstTime = false;
        return false;
    }else {
        this.firstTime = true;
        return true;
    }
}","private boolean checkIfFirstTime() {
    if ((file.getId()) != null) {
        this.firstTime = false;
        return false;
    }else {
        return true;
    }
}","Insert BinaryOperator at If
Insert Block at If
Update Invocation at If
Move Invocation from If to CtInvocationImpl
Insert Literal at BinaryOperator
Move Return from Block to CtReturnImpl
Delete Literal at LocalVariable
Delete LocalVariable at Block
Delete VariableWrite at Assignment
Delete Literal at Assignment
Delete Assignment at Block
Delete FieldWrite at Assignment
Delete Literal at Assignment
Delete Assignment at Block
Delete Block at If
","boolean checkIfFirstTime()
boolean checkIfFirstTime()",0,1,1
23925,"public void METHOD_1 ( ) { this . METHOD_2 ( VAR_1 ) ; } 
","public void METHOD_1 ( ) { } 
","public void METHOD_1 ( ) { this . METHOD_2 ( VAR_1 ) ; } 
","public void METHOD_1 ( ) { } 
","public void initDefaultCommand() {
    this.setDefaultCommand(OI.cmdReleaseGear);
}","public void initDefaultCommand() {
}","Delete TypeAccess at ThisAccess
Delete ThisAccess at Invocation
Delete TypeAccess at Invocation
Delete Invocation at Block
","void initDefaultCommand()
void initDefaultCommand()",0,1,1
24041,"private static void METHOD_1 ( ) { for ( TYPE_1 VAR_1 : new java.util.LinkedList < TYPE_1 > ( VAR_2 ) ) { TYPE_2 . METHOD_2 ( ( STRING_1 + VAR_1 ) ) ; VAR_1 . METHOD_3 ( STRING_2 ) ; } } 
","private static void METHOD_1 ( ) { synchronized ( VAR_2 ) { for ( TYPE_1 VAR_1 : new java.util.LinkedList < TYPE_1 > ( VAR_2 ) ) { TYPE_2 . METHOD_2 ( ( STRING_1 + VAR_1 ) ) ; VAR_1 . METHOD_3 ( STRING_2 ) ; } } } 
","private static void METHOD_1 ( ) { for ( TYPE_1 VAR_1 : new java.util.LinkedList < TYPE_1 > ( VAR_2 ) ) { TYPE_2 . METHOD_2 ( ( STRING_1 + VAR_1 ) ) ; VAR_1 . METHOD_3 ( STRING_2 ) ; } } 
","private static void METHOD_1 ( ) { synchronized ( VAR_2 ) { for ( TYPE_1 VAR_1 : new java.util.LinkedList < TYPE_1 > ( VAR_2 ) ) { TYPE_2 . METHOD_2 ( ( STRING_1 + VAR_1 ) ) ; VAR_1 . METHOD_3 ( STRING_2 ) ; } } } 
","private static void informIdlePlayer() {
    for (model.Player player : new java.util.LinkedList<model.Player>(controllers.Application.playerListIdle)) {
        play.Logger.debug((""Refresh idle "" + player));
        player.reload(""/play"");
    }
}","private static void informIdlePlayer() {
    synchronized(controllers.Application.playerListIdle) {
        for (model.Player player : new java.util.LinkedList<model.Player>(controllers.Application.playerListIdle)) {
            play.Logger.debug((""Refresh idle "" + player));
            player.reload(""/play"");
        }
    }
}","Insert Block at Method
Insert Synchronized at Block
Insert FieldRead at Synchronized
Move Block from Method to CtBlockImpl
Insert TypeAccess at FieldRead
","void informIdlePlayer()
void informIdlePlayer()",0,1,1
24060,"private void METHOD_1 ( final java.util.Set < java.lang.Integer > VAR_1 ) { assertThat ( VAR_1 , TYPE_1 . METHOD_2 ( 1 , INT_1 ) ) ; } 
","private static void METHOD_1 ( final java.util.Set < java.lang.Integer > VAR_1 ) { assertThat ( VAR_1 , TYPE_1 . METHOD_2 ( 1 , INT_1 ) ) ; } 
","private void METHOD_1 ( final java.util.Set < java.lang.Integer > VAR_1 ) { assertThat ( VAR_1 , TYPE_1 . METHOD_2 ( 1 , INT_1 ) ) ; } 
","private static void METHOD_1 ( final java.util.Set < java.lang.Integer > VAR_1 ) { assertThat ( VAR_1 , TYPE_1 . METHOD_2 ( 1 , INT_1 ) ) ; } 
","private void assertContainsElements(final java.util.Set<java.lang.Integer> other) {
    assertThat(other, org.hamcrest.Matchers.containsInAnyOrder(1, 1001));
}","private static void assertContainsElements(final java.util.Set<java.lang.Integer> other) {
    assertThat(other, org.hamcrest.Matchers.containsInAnyOrder(1, 1001));
}","Insert Method at Class
Insert Method at Class
","void assertContainsElements(java.util.Set)
void assertContainsElements(java.util.Set)",0,2,2
2416,"public void METHOD_1 ( android.content.Context context ) { super . METHOD_1 ( context ) ; METHOD_2 ( this . VAR_1 ) ; } 
","public void METHOD_1 ( android.content.Context context ) { super . METHOD_1 ( context ) ; } 
","public void METHOD_1 ( android.content.Context context ) { super . METHOD_1 ( context ) ; METHOD_2 ( this . VAR_1 ) ; } 
","public void METHOD_1 ( android.content.Context context ) { super . METHOD_1 ( context ) ; } 
","@java.lang.Override
public void onAttach(android.content.Context context) {
    super.onAttach(context);
    updateList(this.searchString);
}","@java.lang.Override
public void onAttach(android.content.Context context) {
    super.onAttach(context);
}","Delete FieldRead at Invocation
Delete Invocation at Block
","void onAttach(android.content.Context)
void onAttach(android.content.Context)",0,2,2
24271,"public int getInt ( java.lang.String key , int VAR_1 ) { int value = METHOD_1 ( ) . getInt ( key , VAR_1 ) ; return value ; } 
","public int getInt ( java.lang.String key , int VAR_1 ) { return METHOD_1 ( ) . getInt ( key , VAR_1 ) ; } 
","public int getInt ( java.lang.String key , int VAR_1 ) { int value = METHOD_1 ( ) . getInt ( key , VAR_1 ) ; return value ; } 
","public int getInt ( java.lang.String key , int VAR_1 ) { return METHOD_1 ( ) . getInt ( key , VAR_1 ) ; } 
","public int getInt(java.lang.String key, int defValue) {
    int value = getSharedPreferences().getInt(key, defValue);
    return value;
}","public int getInt(java.lang.String key, int defValue) {
    return getSharedPreferences().getInt(key, defValue);
}","Move Invocation from LocalVariable to CtInvocationImpl
Delete LocalVariable at Block
Delete VariableRead at Return
","int getInt(java.lang.String,int)
int getInt(java.lang.String,int)",0,2,2
24480,"public java.util.List < TYPE_1 > METHOD_1 ( ) { if ( ( VAR_1 ) == null ) { VAR_1 = new java.util.ArrayList < TYPE_1 > ( ) ; } return this . VAR_1 ; } 
","public java.util.List < TYPE_1 > METHOD_1 ( ) { return this . VAR_1 ; } 
","public java.util.List < TYPE_1 > METHOD_1 ( ) { if ( ( VAR_1 ) == null ) { VAR_1 = new java.util.ArrayList < TYPE_1 > ( ) ; } return this . VAR_1 ; } 
","public java.util.List < TYPE_1 > METHOD_1 ( ) { return this . VAR_1 ; } 
","public java.util.List<gov.nysenate.ess.core.client.view.emergency_notification.ContactBatch.BatchProcessingDirectives.BatchProcessingOption> getBatchProcessingOption() {
    if ((batchProcessingOption) == null) {
        batchProcessingOption = new java.util.ArrayList<gov.nysenate.ess.core.client.view.emergency_notification.ContactBatch.BatchProcessingDirectives.BatchProcessingOption>();
    }
    return this.batchProcessingOption;
}","public java.util.List<gov.nysenate.ess.core.client.view.emergency_notification.ContactBatch.BatchProcessingDirectives.BatchProcessingOption> getBatchProcessingOption() {
    return this.batchProcessingOption;
}","Move Return from Block to CtReturnImpl
","java.util.List getBatchProcessingOption()
java.util.List getBatchProcessingOption()",1,-2,-2
24508,"private java.lang.String METHOD_1 ( double VAR_1 ) { return METHOD_2 ( VAR_1 , VAR_2 ) ; } 
","private java.lang.String METHOD_1 ( double VAR_1 ) { return METHOD_2 ( VAR_1 ) ; } 
","private java.lang.String METHOD_1 ( double VAR_1 ) { return METHOD_2 ( VAR_1 , VAR_2 ) ; } 
","private java.lang.String METHOD_1 ( double VAR_1 ) { return METHOD_2 ( VAR_1 ) ; } 
","private java.lang.String getIpFraise(double handStrengthAgainstRange) {
    return getFraise(handStrengthAgainstRange, CALL);
}","private java.lang.String getIpFraise(double handStrengthAgainstRange) {
    return getFraise(handStrengthAgainstRange);
}","Update Invocation at Return
Move ThisAccess from FieldRead to CtThisAccessImpl
Delete FieldRead at Invocation
","java.lang.String getIpFraise(double)
java.lang.String getIpFraise(double)",0,2,2
24546,"public void METHOD_1 ( ) { java.lang.System.out.println ( STRING_1 ) ; if ( ( VAR_1 [ VAR_2 ] ) instanceof TYPE_1 ) { TYPE_2 VAR_3 = VAR_4 . METHOD_2 ( ) ; METHOD_3 ( VAR_3 ) ; } } 
","public void METHOD_1 ( ) { if ( ( VAR_1 [ VAR_2 ] ) instanceof TYPE_1 ) { TYPE_2 VAR_3 = VAR_4 . METHOD_2 ( ) ; METHOD_3 ( VAR_3 ) ; } } 
","public void METHOD_1 ( ) { java.lang.System.out.println ( STRING_1 ) ; if ( ( VAR_1 [ VAR_2 ] ) instanceof TYPE_1 ) { TYPE_2 VAR_3 = VAR_4 . METHOD_2 ( ) ; METHOD_3 ( VAR_3 ) ; } } 
","public void METHOD_1 ( ) { if ( ( VAR_1 [ VAR_2 ] ) instanceof TYPE_1 ) { TYPE_2 VAR_3 = VAR_4 . METHOD_2 ( ) ; METHOD_3 ( VAR_3 ) ; } } 
","public void mousePressed() {
    java.lang.System.out.println(""yes"");
    if ((player[currentPlayer]) instanceof HumanPlayer) {
        Move m = gameUI.getHighlightedMove();
        PerformMove(m);
    }
}","public void mousePressed() {
    if ((player[currentPlayer]) instanceof HumanPlayer) {
        Move m = gameUI.getHighlightedMove();
        PerformMove(m);
    }
}","Delete TypeAccess at FieldRead
Delete FieldRead at Invocation
Delete Literal at Invocation
Delete Invocation at Block
","void mousePressed()
void mousePressed()",0,2,2
24563,"public void METHOD_1 ( float VAR_1 , float VAR_2 , float VAR_3 , float VAR_4 ) { TYPE_1 . METHOD_2 ( VAR_1 , VAR_2 , VAR_3 , VAR_4 ) ; if ( VAR_5 ) TYPE_1 . METHOD_3 ( false ) ; } 
","public void METHOD_1 ( float VAR_1 , float VAR_2 , float VAR_3 , double VAR_4 ) { TYPE_1 . METHOD_2 ( VAR_1 , VAR_2 , VAR_3 , VAR_4 ) ; if ( VAR_5 ) TYPE_1 . METHOD_3 ( false ) ; } 
","public void METHOD_1 ( float VAR_1 , float VAR_2 , float VAR_3 , float VAR_4 ) { TYPE_1 . METHOD_2 ( VAR_1 , VAR_2 , VAR_3 , VAR_4 ) ; if ( VAR_5 ) TYPE_1 . METHOD_3 ( false ) ; } 
","public void METHOD_1 ( float VAR_1 , float VAR_2 , float VAR_3 , double VAR_4 ) { TYPE_1 . METHOD_2 ( VAR_1 , VAR_2 , VAR_3 , VAR_4 ) ; if ( VAR_5 ) TYPE_1 . METHOD_3 ( false ) ; } 
","public void onAccelerationChanged(float p_x, float p_y, float p_z, float p_timestamp) {
    com.runrev.android.Engine.doAccelerationChanged(p_x, p_y, p_z, p_timestamp);
    if (m_wake_on_event)
        com.runrev.android.Engine.doProcess(false);
    
}","public void onAccelerationChanged(float p_x, float p_y, float p_z, double p_timestamp) {
    com.runrev.android.Engine.doAccelerationChanged(p_x, p_y, p_z, p_timestamp);
    if (m_wake_on_event)
        com.runrev.android.Engine.doProcess(false);
    
}","Update Invocation at Block
","void onAccelerationChanged(float,float,float,float)
void onAccelerationChanged(float,float,float,double)",0,2,2
24659,"public void METHOD_1 ( java.lang.Class VAR_1 , java.lang.Object VAR_2 , java.lang.Object VAR_3 ) { METHOD_1 ( VAR_1 . getName ( ) , VAR_2 , VAR_3 , getContext ( ) ) ; } 
","public void METHOD_1 ( java.lang.Class VAR_1 , java.lang.Object ... VAR_2 ) { METHOD_1 ( VAR_1 . getName ( ) , getContext ( ) , VAR_2 ) ; } 
","public void METHOD_1 ( java.lang.Class VAR_1 , java.lang.Object VAR_2 , java.lang.Object VAR_3 ) { METHOD_1 ( VAR_1 . getName ( ) , VAR_2 , VAR_3 , getContext ( ) ) ; } 
","public void METHOD_1 ( java.lang.Class VAR_1 , java.lang.Object ... VAR_2 ) { METHOD_1 ( VAR_1 . getName ( ) , getContext ( ) , VAR_2 ) ; } 
","public void jumpToFragment(java.lang.Class jumpClass, java.lang.Object object, java.lang.Object object2) {
    jumpToFragment(jumpClass.getName(), object, object2, getContext());
}","public void jumpToFragment(java.lang.Class jumpClass, java.lang.Object... object) {
    jumpToFragment(jumpClass.getName(), getContext(), object);
}","Delete Parameter at Method
Delete VariableRead at Invocation
Delete VariableRead at Invocation
Delete TypeAccess at ThisAccess
Delete ThisAccess at Invocation
Delete Invocation at Invocation
Delete Invocation at Block
Delete Block at Method
","void jumpToFragment(java.lang.Class,java.lang.Object,java.lang.Object)
void jumpToFragment(java.lang.Class,java.lang.Object[])",0,1,1
24767,"public java.lang.Boolean METHOD_1 ( int VAR_1 , int VAR_2 , int VAR_3 ) { } 
","public java.lang.Boolean METHOD_1 ( int VAR_1 , int VAR_2 , int VAR_3 ) { return false ; } 
","public java.lang.Boolean METHOD_1 ( int VAR_1 , int VAR_2 , int VAR_3 ) { } 
","public java.lang.Boolean METHOD_1 ( int VAR_1 , int VAR_2 , int VAR_3 ) { return false ; } 
","public java.lang.Boolean checkVertical(int playerID, int initialColumn, int initialRow) {
}","public java.lang.Boolean checkVertical(int playerID, int initialColumn, int initialRow) {
    return false;
}","Insert Return at Block
Insert Literal at Return
","java.lang.Boolean checkVertical(int,int,int)
java.lang.Boolean checkVertical(int,int,int)",0,2,2
24844,"private int METHOD_1 ( java.lang.String VAR_1 , java.lang.String [ ] array ) { int index = 0 ; for ( java.lang.String string : array ) { if ( string . contains ( VAR_1 ) ) { return index ; } index ++ ; } return - 1 ; } 
","private int METHOD_1 ( java.lang.String VAR_1 , java.lang.String [ ] array ) { int index = 0 ; for ( java.lang.String string : array ) { if ( string . startsWith ( VAR_1 ) ) { return index ; } index ++ ; } return - 1 ; } 
","private int METHOD_1 ( java.lang.String VAR_1 , java.lang.String [ ] array ) { int index = 0 ; for ( java.lang.String string : array ) { if ( string . contains ( VAR_1 ) ) { return index ; } index ++ ; } return - 1 ; } 
","private int METHOD_1 ( java.lang.String VAR_1 , java.lang.String [ ] array ) { int index = 0 ; for ( java.lang.String string : array ) { if ( string . startsWith ( VAR_1 ) ) { return index ; } index ++ ; } return - 1 ; } 
","private int getArrayIndexWithString(java.lang.String stringToSearch, java.lang.String[] array) {
    int index = 0;
    for (java.lang.String string : array) {
        if (string.contains(stringToSearch)) {
            return index;
        }
        index++;
    }
    return -1;
}","private int getArrayIndexWithString(java.lang.String stringToSearch, java.lang.String[] array) {
    int index = 0;
    for (java.lang.String string : array) {
        if (string.startsWith(stringToSearch)) {
            return index;
        }
        index++;
    }
    return -1;
}","Update Invocation at If
","int getArrayIndexWithString(java.lang.String,java.lang.String[])
int getArrayIndexWithString(java.lang.String,java.lang.String[])",0,2,2
2506,"protected void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_2 ( VAR_2 ) ; if ( ( VAR_3 ) > INT_1 ) { if ( METHOD_3 ( ) ) { METHOD_4 ( ) ; } } else { METHOD_5 ( ) ; } } 
","protected void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_2 ( VAR_2 ) ; if ( ( VAR_3 ) > INT_1 ) { if ( METHOD_3 ( ) ) { METHOD_4 ( ) ; } } METHOD_5 ( ) ; } 
","protected void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_2 ( VAR_2 ) ; if ( ( VAR_3 ) > INT_1 ) { if ( METHOD_3 ( ) ) { METHOD_4 ( ) ; } } else { METHOD_5 ( ) ; } } 
","protected void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_2 ( VAR_2 ) ; if ( ( VAR_3 ) > INT_1 ) { if ( METHOD_3 ( ) ) { METHOD_4 ( ) ; } } METHOD_5 ( ) ; } 
","@java.lang.Override
protected void onCreate(android.os.Bundle savedInstanceState) {
    super.onCreate(savedInstanceState);
    setContentView(R.layout.activity_login);
    if ((Build.VERSION.SDK_INT) > 22) {
        if (needPermission()) {
            askForPermission();
        }
    }else {
        doDefaults();
    }
}","@java.lang.Override
protected void onCreate(android.os.Bundle savedInstanceState) {
    super.onCreate(savedInstanceState);
    setContentView(R.layout.activity_login);
    if ((Build.VERSION.SDK_INT) > 22) {
        if (needPermission()) {
            askForPermission();
        }
    }
    doDefaults();
}","Delete TypeAccess at ThisAccess
Delete ThisAccess at Invocation
Delete Invocation at Block
Delete Block at If
","void onCreate(android.os.Bundle)
void onCreate(android.os.Bundle)",0,2,2
